Stroke End Time,Length,Velocity,Acceleration,Jerk,Curvature,Voxels Removed,Angle with Respect to Camera
0.5664761066436768,0.002672254724054901,0.005655342798534698,0.0260540971340241,0.08441793982512198,1173.426010759694,443.0,70.04350086369435
6.843606472015381,0.013466836306634424,0.0021778180016280278,0.005650978449542945,0.018269198147235325,2675.3140706788445,5069.0,67.74658263576123
8.727475881576538,0.001816122890967995,0.0008794906008131269,0.0016579437409007464,0.003926122936294597,6511.169866157311,692.0,65.27918564796188
14.58243441581726,0.008946208596146189,0.001422776936654423,0.0036958080546013725,0.009693593814026758,4226.659930223435,3223.0,68.10912269568225
15.585819959640503,0.0013319038922700707,0.0025613259507847783,0.00972692670958461,0.05281549430952988,2043.1368038414787,679.0,67.66577956659663
16.42188858985901,0.0019959526097484337,0.002875756813501278,0.0029248912476799384,1.1798007999530709e-15,129.07643073925695,500.0,69.06639220323164
17.144746780395508,0.0002550277428257065,0.0028289871857475803,0.0,0.0,0.0,216.0,68.21447018161942
19.2662672996521,0.006303982891051792,0.0030897810925968206,0.016001402261203803,0.07590370935359772,9431.680705011386,972.0,69.29671049097746
19.82462215423584,0.0019151787111056017,0.003912529810080685,0.0,0.0,0.0,271.0,70.33580028683095
20.508451223373413,0.0022694245251823853,0.0031499439734531407,0.017517246538247166,0.06776048943355421,62896.67464791278,432.0,69.0440217790124
22.44437265396118,0.0033719235323883723,0.0018071248784449466,0.007313880949588904,0.023213517291718194,1777.531577439315,844.0,70.28826472106255
23.306659936904907,0.0018834974003795247,0.0019905846750689965,0.0019323741732616409,4.60735952348722e-16,92.94680036336088,762.0,69.8844064241442
24.46463418006897,0.0016066776897795067,0.002037963992837806,0.003170060388733204,0.012986818932502258,717.8200501354934,1107.0,70.79930334163785
34.6175422668457,0.014373307729353977,0.0013953883678559044,0.0034583949002447716,0.00884652817491467,3142.236375345465,5811.0,70.81137374446787
35.24017930030823,0.00172223597754254,0.0031742447081321446,0.020037747377609157,1.8946990882239905e-15,5170.991042150696,198.0,67.46678559923303
37.11801600456238,0.005065971894392495,0.003030415435534692,0.013867894508440287,0.06668875569676752,1921.1329955294277,1519.0,71.11478253878224
39.38766002655029,0.0011319436865134163,0.0011609384468583657,0.002307223392110937,1.0887392307294383e-15,886.1376127173199,1808.0,71.91039541179583
42.88483548164368,0.005464324645845252,0.0016329831208608647,0.005868300893750156,0.0181355441693263,90.65555757188164,2549.0,77.02849895696856
44.605226278305054,0.002068960942164103,0.0016808269015253902,0.0053326826364536156,0.016010829992335357,750.9868286885959,1179.0,79.63683035223814
49.898616790771484,0.006718225626999462,0.0015637665671596975,0.0037992881044642507,0.01094304214769342,738.9331305636786,3358.0,76.11519363017707
50.38400602340698,0.0013102366951664598,0.003529280118047313,0.023040188273172495,0.05911885565695176,36032.27838905841,192.0,75.78631685097673
51.628077268600464,0.002223510638763986,0.0017189147879511416,0.006042058977958782,0.03066397136408308,1456.4845974699124,987.0,76.27732711810282
64.4427797794342,0.013422729039827778,0.001061716243886278,0.0037944655414031483,0.008955436888044966,5122.582900414308,5004.0,72.71460665810801
65.18066883087158,0.0005925203006303858,0.004244437016216,0.0,0.0,0.0,537.0,71.64948778868447
70.39788961410522,0.013102577891655637,0.0024581840580356587,0.00519781196183809,0.013338453445616977,1358.8944593411634,2075.0,67.54565386914129
71.14787578582764,0.004357918770474996,0.005757703197580013,0.011022464858482843,2.722527882892778e-15,1247.0649170279933,604.0,66.7591250490853
74.78020906448364,0.004113501083313293,0.0012614538988494866,0.0037556018277500507,0.009299993180475382,21763.784197640398,2874.0,71.27608515159605
77.13827896118164,0.003043192941797763,0.0015563933159833084,0.004595227723073704,0.00983288737386042,2062.9031990030066,1571.0,67.63735511543928
82.04480385780334,0.011907435794845525,0.002426074798146685,0.0051376430678524215,0.018895469041344863,2087.0521213335182,3789.0,70.39356451778693
84.12215089797974,0.005577455408413808,0.0027504617563581762,0.003258219018444091,0.002595135459645447,513.824117104103,1387.0,73.18078410139006
84.36764025688171,0.00027220994444759775,0.0030306694503379715,0.0,0.0,0.0,198.0,77.4482919963989
86.3598997592926,0.0004915740793729954,0.0010510028080934145,0.0,0.0,0.0,579.0,76.07112402800479
86.74072337150574,0.0005367494406395871,0.00686457881661513,0.0,0.0,0.0,297.0,81.01178470931009
87.6270740032196,0.000904716068649906,0.005234125107799184,0.0,0.0,0.0,273.0,74.48956702801368
88.00394916534424,0.002944006526641765,0.012117393728050273,0.0,0.0,0.0,184.0,79.39277127225711
89.99910187721252,0.0033922586380774437,0.0013015457441982673,0.003431606029205879,5.046889419143757e-16,1200.9056980645862,285.0,77.99825080426541
92.783194065094,0.007880967419369802,0.0029026212924041493,0.013658275999580617,0.08810879066659558,3352.804116485021,760.0,75.39119453789472
93.14703440666199,0.0023379501882307536,0.009102278723920392,0.0740969056745287,7.961446487549618e-15,63543.29930712946,253.0,72.10947332434284
