Cluster,Length_mean,Length_median,Length_std,Velocity_mean,Velocity_median,Velocity_std,Acceleration_mean,Acceleration_median,Acceleration_std,Jerk_mean,Jerk_median,Jerk_std,Voxels Removed_mean,Voxels Removed_median,Voxels Removed_std,Stroke_Duration_mean,Stroke_Duration_median,Stroke_Duration_std
0,0.001327420817474116,0.0012117452399993999,0.0008156773617222823,0.0030307387907700842,0.00217026049270845,0.0028042117147485278,0.007836528952664358,0.00460250882463625,0.011620193178175075,0.009783516126582676,4.3075436953225186e-15,0.01650915118960365,208.03427818061965,161.0,177.0209020082015,0.8919063781387494,0.6617525815963816,0.7900436669551149
1,0.006904143943081167,0.00535000563427765,0.005089530228254835,0.001426025031832067,0.0013511578968161998,0.0007645013017921845,0.004463115933226723,0.00369517301658975,0.003378847780636749,0.018728417779561527,0.013448704918625601,0.0177880058406762,1462.420736288505,917.0,1740.3700130513052,7.375104252777988,4.776408910751343,7.735433099004921
2,0.005503569620894612,0.004056849585530049,0.004662946900579244,0.005211723448502087,0.00423717420648965,0.003390220965997822,0.03169642346601383,0.0223225703802137,0.027644850968567773,0.16489302323114902,0.10704474558346265,0.17001084486114587,610.159112825458,461.5,539.2253951450216,1.403193022613929,1.0868582725524902,1.1136105245609826
