Cluster,Length_mean,Length_median,Length_std,Velocity_mean,Velocity_median,Velocity_std,Acceleration_mean,Acceleration_median,Acceleration_std,Jerk_mean,Jerk_median,Jerk_std,Voxels Removed_mean,Voxels Removed_median,Voxels Removed_std,Stroke_Duration_mean,Stroke_Duration_median,Stroke_Duration_std
0,0.0013623478621710553,0.0012339435055008,0.0008680353270643095,0.002556451164563254,0.0017862132137529,0.002746585469702186,0.003705625885277444,0.00299068908405205,0.0035807065144138877,0.010805252926759285,7.7800703149735e-15,0.016321191419969218,223.7909992372235,173.0,191.57624397573343,1.1156132027540928,0.8447591066360403,1.086398036151667
1,0.007231310065708475,0.00564832301044355,0.005121898332725568,0.001437093920191965,0.0013634358203324002,0.0007704614626126289,0.004516848572922652,0.0037687158573088,0.00338473826592076,0.01899958626464599,0.013868770184982851,0.01775647382757102,1544.4093117408906,985.5,1778.9525184371053,7.71913898203537,5.063624620437623,7.909127292337258
2,0.0016833053283268628,0.0014633884000016,0.0009087407062586596,0.005268251402787518,0.0042833905332333,0.003131184648784439,0.031079015619551315,0.021393037374205802,0.02874178462707714,0.00961407878066743,4.555912068101836e-15,0.022602848053592604,200.88918918918918,166.5,152.14557924850354,0.529754501420099,0.4370909929275548,0.3800738064593167
3,0.005749004866129844,0.004388234166470301,0.004741246776507158,0.004979004945152197,0.0041048858084028,0.0031765433893146244,0.029682139896987366,0.02163290360356375,0.024537350716764394,0.17500082388715962,0.11521562229697674,0.17113515045683894,639.5670794633643,497.0,548.1612666721755,1.4785161851237303,1.1549121141433716,1.1245514665392187
