Timestamp,Stroke_End
1680791079.276872,0
1680791079.3722146,0
1680791079.4663792,0
1680791079.8555048,0
1680791079.953641,0
1680791080.0518649,0
1680791080.149403,0
1680791080.24551,0
1680791080.4341443,0
1680791080.529161,0
1680791080.62543,0
1680791080.813967,0
1680791080.909205,0
1680791081.0155966,0
1680791081.11269,0
1680791081.2079957,0
1680791081.3032317,0
1680791082.191602,0
1680791082.2957385,1
1680791082.4020872,0
1680791082.506349,0
1680791082.610456,0
1680791082.716686,0
1680791082.8252146,0
1680791082.9334512,0
1680791083.0436003,0
1680791083.1530895,0
1680791083.9559035,1
1680791084.0623944,0
1680791084.1705167,0
1680791084.386273,0
1680791084.496459,0
1680791084.6057365,0
1680791084.712912,0
1680791084.8262851,0
1680791085.0498967,0
1680791085.1651242,0
1680791085.2924109,1
1680791085.427723,0
1680791085.5460198,0
1680791085.6554267,0
1680791085.7685025,0
1680791085.9862406,0
1680791086.097614,0
1680791086.2107205,0
1680791086.430397,0
1680791086.54364,0
1680791086.6540015,0
1680791086.7641182,0
1680791086.8756392,0
1680791086.982879,0
1680791087.0911088,0
1680791087.3105547,0
1680791087.4218326,0
1680791087.534101,0
1680791087.6434581,0
1680791087.7507133,1
1680791087.9692862,0
1680791088.0764778,0
1680791088.1907008,0
1680791088.5447116,1
1680791088.8755925,0
1680791088.9869332,0
1680791089.0952108,0
1680791089.2024617,1
1680791089.314646,0
1680791089.4249008,0
1680791089.5383284,0
1680791089.6486824,0
1680791090.2162309,0
1680791090.3273013,1
1680791090.434704,0
1680791090.5419376,0
1680791092.3744798,0
1680791092.4737456,0
1680791092.5769765,0
1680791092.7745068,1
1680791092.8697062,0
1680791092.9649348,0
1680791093.0623243,0
1680791093.1574485,1
1680791093.2526944,0
1680791093.347961,0
1680791093.4441736,1
1680791093.6336737,0
1680791093.93042,1
1680791094.0266771,0
1680791094.3124597,0
1680791094.4106982,0
1680791094.7955823,0
1680791094.8962166,0
1680791094.9963481,1
1680791095.296904,0
1680791095.3963206,0
1680791095.4974458,1
1680791095.5957696,0
1680791095.6948996,0
1680791095.7921636,0
1680791095.8926532,0
1680791095.9916828,0
1680791096.087908,0
1680791096.1864045,1
1680791097.3834167,0
1680791097.4845285,0
1680791097.5817518,1
1680791097.7762496,0
1680791097.873513,0
1680791097.972738,0
1680791098.0680804,1
1680791098.164258,0
1680791098.2645075,0
1680791098.3617377,0
1680791098.5562549,0
1680791098.6524582,0
1680791098.7487013,0
1680791098.8469718,0
1680791098.9452007,0
1680791099.04443,0
1680791099.1428277,0
1680791099.2460907,0
1680791099.3485458,0
1680791099.4487479,0
1680791099.5509267,1
1680791099.650245,0
1680791099.7524607,0
1680791099.855582,0
1680791099.9569573,0
1680791100.1624875,0
1680791100.2636826,0
1680791100.3628523,0
1680791100.464096,0
1680791100.5645635,0
1680791100.6667037,0
1680791100.7669706,0
1680791100.8694084,0
1680791100.968697,1
1680791101.0678027,0
1680791101.1669493,0
1680791101.265221,0
1680791101.5649414,0
1680791101.6642082,0
1680791101.765543,0
1680791101.8676715,0
1680791101.9690459,0
1680791102.0671918,0
1680791102.1685092,0
1680791102.2698255,0
1680791102.3700159,0
1680791103.4697785,1
1680791103.5681472,0
1680791104.4493635,0
1680791104.547607,1
1680791104.842362,0
1680791104.94676,0
1680791105.0479999,0
1680791105.1512094,0
1680791105.2515616,0
1680791105.3527157,0
1680791105.454945,0
1680791105.5572412,0
1680791106.1506803,0
1680791106.2499363,0
1680791106.3491943,0
1680791106.448459,0
1680791106.5488143,0
1680791106.9537683,0
1680791107.0540526,1
1680791107.1573098,0
1680791107.3648043,0
1680791107.4671998,0
1680791107.5754232,0
1680791107.6746526,0
1680791107.7768266,0
1680791108.075657,0
1680791108.9768894,0
1680791109.0762484,0
1680791109.1773965,0
1680791109.2776575,0
1680791109.377008,0
1680791109.4762592,0
1680791109.7821336,0
1680791109.887365,0
1680791109.983519,0
1680791110.081767,0
1680791110.1780183,0
1680791110.2732103,0
1680791110.841612,1
1680791111.0353653,0
1680791111.1324723,0
1680791111.2306125,0
1680791111.3281128,0
1680791111.4262514,0
1680791111.5315547,0
1680791111.6316934,0
1680791111.7310872,0
1680791111.8303235,0
1680791111.9306002,0
1680791112.0347164,0
1680791112.8349922,0
1680791112.933103,0
1680791113.0323577,0
1680791113.1436927,0
1680791113.24395,0
1680791113.3480668,0
1680791113.4484332,1
1680791113.5496924,0
1680791113.647883,0
1680791113.753186,0
1680791114.5622902,0
1680791114.6625357,0
1680791114.761758,0
1680791115.156731,1
1680791115.3632467,0
1680791115.4694777,0
1680791115.572861,0
1680791115.6720016,0
1680791115.7705452,0
1680791115.8704927,0
1680791117.7904558,1
1680791117.8967233,0
1680791118.1074693,0
1680791120.368189,0
1680791120.474427,0
1680791120.5816653,0
1680791120.6879067,0
1680791120.794158,0
1680791120.9054992,0
1680791121.0126607,0
1680791121.225248,0
1680791121.332562,0
1680791121.7706945,0
1680791121.8780172,0
1680791121.987355,0
1680791122.2078538,0
1680791122.9818544,0
1680791123.0912826,0
1680791123.3046327,0
1680791123.4129448,0
1680791123.6284168,0
1680791124.284094,0
1680791124.3953032,0
1680791124.5036347,0
1680791124.6082022,0
1680791124.7123463,0
1680791125.3628242,1
1680791125.4692798,0
1680791125.5765398,0
1680791125.6877024,0
1680791125.9103265,0
1680791126.1228635,0
1680791126.2289183,1
1680791126.342547,0
1680791126.446677,0
1680791126.5629494,0
1680791126.6692505,0
1680791126.7773848,0
1680791126.8918285,0
1680791127.0040267,1
1680791127.11039,0
1680791127.2175121,0
1680791127.32676,0
1680791127.5464158,0
1680791127.6465964,0
1680791127.743883,0
1680791128.236148,0
1680791128.335379,0
1680791128.6361237,0
1680791128.8356948,0
1680791129.044205,0
1680791129.1504514,0
1680791129.2499819,0
1680791129.3519742,1
1680791129.451389,0
1680791129.5504801,0
1680791129.6497054,0
1680791129.7490613,0
1680791129.8503616,0
1680791129.948446,0
1680791130.047846,0
1680791130.1490834,0
1680791130.2463005,0
1680791130.3475852,0
1680791130.447836,0
1680791130.5552185,0
1680791130.762716,0
1680791131.0555792,0
1680791131.1566107,0
1680791131.253956,0
1680791131.349195,0
1680791131.4484587,0
1680791131.547582,0
1680791131.6519022,0
1680791131.753133,0
1680791131.8493829,1
1680791131.945662,0
1680791132.1341343,0
1680791132.2323854,0
1680791132.511129,1
1680791132.6112678,0
1680791132.708646,0
1680791132.8088543,0
1680791132.9059947,0
1680791133.0022862,0
1680791133.194775,0
1680791133.2971303,1
1680791133.403356,0
1680791133.506602,0
1680791133.6018643,1
1680791133.7953522,0
