Stroke End Time,Length,Velocity,Acceleration,Jerk,Curvature,Voxels Removed,Angle with Respect to Camera
2.734225273132324,0.006930968029100368,0.0026006160774020015,0.006945387929482431,0.007378215007058503,318.4553403276435,414.0,57.85692966904123
3.039914846420288,0.0005086476322177809,0.004308433625621999,0.0,0.0,0.0,210.0,56.86799426421749
3.7556402683258057,0.0008854564700731983,0.0019090836976890684,0.0054259311140280216,2.4034885605056774e-16,755.0052060771742,192.0,56.92381263268313
4.069381237030029,0.0006594160538905263,0.0017660598620148134,0.0,0.0,0.0,73.0,56.59345414578966
4.505717039108276,0.0005459477400205533,0.0018327024179465696,0.005129005992664665,4.096295172238786e-15,872.0629525316729,110.0,57.09682440447017
5.194383382797241,0.003685460907452214,0.01061137915967938,0.08846324016785846,0.3455272155854052,2814.335160888846,198.0,59.547267104042305
6.125836133956909,0.004696715259470493,0.005329744770354365,0.01628624045975092,0.12756150151182874,990.0273828269376,876.0,60.62264757033396
7.0612311363220215,0.0007378596928015436,0.0013187012161566933,0.005100550590130783,4.0552045011948915e-16,2148.41410816272,265.0,60.73585635934589
7.477325201034546,0.0009562218313804035,0.002901388650191227,0.005130225109128807,0.027832413090814617,454.03412375801406,373.0,61.08644973617307
8.09571123123169,0.001318933661133358,0.0022253762152553563,0.009632585119864017,0.04345587008704665,1331.400401763568,384.0,61.79566378948412
9.895419359207153,0.0030539950470839317,0.0017620243833413104,0.006614025824155599,0.051687325714918964,2574.2747047711605,650.0,61.811836120700335
15.319155216217041,0.011378273908613318,0.002217739428640931,0.008392449439834592,0.05500423659109059,2190.478074583346,3564.0,61.443948393859586
18.172497272491455,0.006095989948896325,0.002080875927570998,0.011150121166241977,0.08359011799525087,2613.224883998582,1286.0,61.30210985573214
21.474891901016235,0.005751736838831913,0.0017482596146680335,0.00601474145813207,0.034304874078574264,990.4394129708098,826.0,62.17603298943086
22.192887783050537,0.0025169858644295664,0.0037091891191750118,0.021222740830345775,0.15605936762949815,3310.9832593337433,451.0,62.11392192740256
22.488516092300415,0.0007089805263752955,0.0015580894593511703,0.00748638926778334,2.197545899129963e-15,3413.1034852943963,19.0,62.205925628090206
23.409908533096313,0.003161173118558523,0.0034820026914619074,0.01547028519410374,0.11319474833719749,1372.72640450696,763.0,61.995625578625614
24.22797679901123,0.001609684230285135,0.002681733646522577,0.005454703887945376,0.017732871987232734,335.48620256929706,98.0,62.10534508157505
24.793315887451172,0.00176821552911245,0.0031425273054917434,0.01832515720906565,0.12010027352028639,1510.734057859591,156.0,62.21326059393125
25.27982449531555,0.0013864709670832422,0.003995112636255288,0.006767666269328284,0.030342155723916277,301.4067558654778,230.0,62.16515886769637
25.77893328666687,0.001658157606638377,0.004029214972906564,0.021947706224444283,0.07804212318244341,1855.880078838688,224.0,62.589643787303984
26.385655403137207,0.001021277889789355,0.0006134738726655393,0.0,0.0,0.0,267.0,62.30367384107378
27.829157829284668,0.003640104388041868,0.0028725399464835225,0.013917593873871087,0.06721650401538184,2092.1042201706023,470.0,62.40607553643727
28.039761781692505,0.0005880079605198335,0.004340317756248742,0.0,0.0,0.0,62.0,61.73365726606668
32.65272927284241,0.009731622671362818,0.002011639652111646,0.010311285953248586,0.04100611447819416,33599.26942947173,951.0,61.778235729044084
39.73564624786377,0.00461111356417209,0.000553348989502915,0.0004843375437029064,0.00010941143912133921,10.770229950655107,1731.0,62.60402566414031
53.10584473609924,0.0010665134208825992,0.00022330971306645737,0.00013470729339617158,0.00010426351459759388,2485.72509921022,2554.0,62.26450754670587
64.38976502418518,0.007220350504733601,0.0017141133536212473,0.005550285876099287,0.030927561797805724,765.7310912813679,1170.0,62.67939068510884
73.90597796440125,0.010048384405724056,0.0010741323115811584,0.002960673866411121,0.020616787995827127,52812.594591739675,1262.0,63.10472363998241
82.75976228713989,0.005722393627652264,0.0007188793495378046,0.0006995813233037801,0.002978461889464428,680.7369664537774,413.0,65.3953063317079
89.43270921707153,0.005365319719017751,0.0009948733183270028,0.00459886207297631,0.027239474379393263,2448.395515016179,923.0,64.59528448606937
100.20623564720154,0.006192001741297867,0.0005767229599245517,0.0007077082175546978,0.0038805515582894753,-6941.380843729691,310.0,65.54558770812531
100.49299359321594,0.0002626150945698776,0.002150038769909377,0.0,0.0,0.0,46.0,65.02849525879665
