Timestamp,Stroke_End
1680789940.6462939,0
1680789940.823762,0
1680789941.0081568,0
1680789941.1013837,0
1680789941.2817714,0
1680789942.1661,0
1680789942.3606539,0
1680789942.6493766,0
1680789942.7425077,0
1680789942.9279933,0
1680789943.0283544,1
1680789943.499473,0
1680789943.6859713,0
1680789943.8664925,0
1680789944.1433349,0
1680789944.2393506,0
1680789944.4260736,0
1680789944.5221996,0
1680789944.7075686,1
1680789944.80381,0
1680789945.0825825,0
1680789945.764297,0
1680789945.946809,0
1680789946.041035,0
1680789946.3296916,0
1680789946.4250567,1
1680789946.6085112,0
1680789946.698735,0
1680789946.883159,0
1680789947.0666747,0
1680789947.647156,0
1680789947.7403944,0
1680789947.8486664,0
1680789948.3658721,1
1680789948.4852562,0
1680789948.5884774,0
1680789949.4989488,0
1680789951.3846862,0
1680789951.5690641,0
1680789951.6643307,0
1680789952.2290235,0
1680789952.3250856,0
1680789952.8254168,0
1680789952.9235659,0
1680789953.4058833,1
1680789953.5852418,0
1680789954.483593,0
1680789954.6661131,0
1680789954.848583,0
1680789956.089744,0
1680789957.1485486,1
1680789957.247706,0
1680789957.346075,0
1680789957.4462929,0
1680789957.5464299,0
1680789958.0456753,1
1680789958.1479447,0
1680789958.2493808,0
1680789959.4482741,1
1680789959.5485349,0
1680789959.780113,0
1680789959.9677453,0
1680789960.0638642,0
1680789960.641355,0
1680789960.7295702,0
1680789961.0202188,0
1680789961.5035124,0
1680789961.6017404,0
1680789962.74981,0
1680789962.8419287,1
1680789962.9411843,0
1680789963.308286,0
1680789963.4003336,0
1680789963.581919,0
1680789963.6800816,0
1680789963.8636994,0
1680789963.9631026,0
1680789964.0612082,0
1680789964.24858,0
1680789964.3428135,0
1680789964.4401968,0
1680789964.5384302,0
1680789965.7073536,0
1680789966.422104,0
1680789966.6035028,0
1680789966.699873,0
1680789966.8903341,0
1680789967.384561,1
1680789967.5631003,0
1680789967.841743,0
1680789967.9419353,0
1680789968.2226906,0
1680789968.5837235,1
1680789968.8463097,0
1680789969.027846,0
1680789969.2064157,0
1680789969.3886995,0
1680789969.481053,0
1680789969.8631225,1
1680789969.9622765,0
1680789970.4244347,0
1680789970.5216634,0
1680789970.6237986,1
1680789970.7270362,0
1680789972.009449,0
1680789972.1076171,0
1680789972.2048478,0
1680789972.3041291,0
1680789972.9056993,0
1680789973.0060647,0
1680789973.1073697,0
1680789973.7197359,0
1680789973.824985,0
1680789973.9263537,1
1680789974.0247223,0
1680789974.1228528,0
1680789974.6222107,0
1680789974.7224665,0
1680789976.0418537,0
1680789976.22929,0
1680789976.6081946,0
1680789976.6994307,0
1680789976.8818693,0
1680789977.0704165,0
1680789977.1665308,0
1680789977.4482691,1
1680789977.8262713,0
1680789977.9194853,0
1680789978.0087702,0
1680789978.1882567,0
1680789978.642367,0
1680789978.8238313,0
1680789979.009514,0
1680789979.1006048,0
1680789979.282005,0
1680789979.4684966,1
1680789979.5637367,0
1680789979.6600928,0
1680789980.2033365,0
1680789980.3788471,1
1680789980.4689548,0
1680789980.6455383,0
1680789980.827947,0
1680789981.0094428,0
1680789981.1006784,0
1680789981.2872825,0
1680789981.3803105,0
1680789981.664088,0
1680789981.945056,0
1680789982.0401866,0
1680789983.4244988,0
1680789983.607202,0
1680789983.6992955,0
1680789983.8848999,0
1680789985.0859365,0
1680789985.3626173,0
1680789985.542958,1
1680789985.7214851,0
1680789985.8088644,0
1680789985.9802163,0
1680789986.0653238,0
1680789986.5064359,0
1680789986.6809363,0
1680789986.8613498,0
1680789987.0439596,0
1680789988.5907998,0
1680789988.681054,0
1680789989.0450234,1
1680789989.223415,0
1680789989.4040153,0
1680789990.6048818,0
1680789990.7002048,0
1680789990.885626,0
1680789990.9800062,0
1680789991.6485982,0
1680789991.7418165,0
1680789991.8400967,0
1680789992.0226173,0
1680789992.289238,0
1680789992.379451,0
1680789992.467757,0
1680789992.645173,0
1680789993.2898479,0
1680789993.3801796,0
1680789993.560534,0
1680789993.740911,0
1680789993.921493,0
1680789995.668888,0
1680789995.7612612,0
1680789998.4219737,0
1680789999.4064715,0
1680789999.5036907,1
1680789999.6029232,0
1680789999.787413,0
1680789999.8826919,0
1680790000.440054,0
1680790000.6215365,0
1680790000.8030305,0
1680790000.987561,0
1680790001.0837657,1
1680790001.6401646,0
1680790001.82672,0
1680790001.9208972,0
1680790002.9456513,0
1680790003.9631207,0
1680790004.1486187,0
1680790004.2428648,0
1680790004.5276086,0
1680790004.621832,0
1680790004.807311,0
1680790004.8985453,0
1680790005.0850422,0
1680790005.5412827,0
1680790005.9012074,0
1680790006.0865386,0
1680790006.2690265,0
1680790006.358384,0
1680790006.4495127,0
1680790006.5417564,0
1680790006.9066646,0
1680790007.5482907,0
1680790007.639526,0
1680790007.924273,0
1680790008.1087732,1
1680790008.7594757,0
1680790009.0422122,0
1680790009.2285879,0
1680790009.3207424,0
1680790009.5062566,0
1680790009.6878676,0
1680790009.7799609,0
1680790009.9645827,0
1680790010.1412728,0
1680790010.3225555,0
1680790010.6884675,1
1680790010.8676841,0
1680790010.9619405,0
1680790011.143531,0
1680790011.323032,1
1680790011.5043983,0
1680790011.6868064,1
1680790011.7820632,0
1680790011.9665785,0
1680790012.8859289,0
1680790013.1626635,0
1680790013.3433316,0
1680790013.887659,1
1680790013.9838164,0
1680790014.166127,0
1680790014.346749,0
1680790014.4409876,1
1680790014.6223395,0
1680790014.8070452,0
1680790015.0814884,0
1680790015.264078,1
1680790015.36025,0
1680790015.5458038,1
1680790015.6419687,0
1680790015.8244655,0
1680790017.0034273,0
1680790019.0696552,1
1680790029.1294136,0
1680790029.3250856,0
1680790029.425317,0
1680790051.7906363,0
1680790052.090165,0
1680790052.2847092,0
1680790053.0465791,0
1680790053.142832,0
1680790053.3293192,0
1680790053.4226127,0
1680790053.6052039,0
1680790055.645381,0
1680790055.74055,1
