Stroke End Time,Length,Velocity,Acceleration,Jerk,Curvature,Voxels Removed,Angle with Respect to Camera,Source,Time_Seconds,Time_Normalized,Velocity_Acceleration_Ratio,Efficiency,Cluster
1970-01-01 00:00:00.000000079,0.001760277175315,0.0034818047334596,0.0208749382918438,0.1002810773762871,3906.583282522832,275.0,55.60582962129276,exoofp_P0_L3_color,7.9e-08,0.07907907907907907,0.16678554442843588,156136.69662801197,3
1970-01-01 00:00:00.000000080,0.0052478040737378,0.0032624648523132,0.0222555281340552,0.1789584122549246,12102.94279612459,522.0,55.68210356822024,exoofp_P0_L3_color,8e-08,0.08008008008008008,0.14658462598760996,99451.22596817969,3
1970-01-01 00:00:00.000000081,0.0019513796750928,0.0019188422575998,0.0116743296430578,0.0499249974208264,-936.1577227645488,123.0,56.46599418493968,exoofp_P0_L3_color,8.1e-08,0.08108108108108107,0.16435015680612938,63000.04121593491,0
1970-01-01 00:00:00.000000081,0.0012313651639936,0.0057320383741724,0.0108947869331478,4.665801675713368e-15,331.32821420498465,36.0,53.85500000234952,exoofp_P0_L3_color,8.1e-08,0.08108108108108107,0.5260784199747939,29212.120767304452,0
1970-01-01 00:00:00.000000082,0.0048042206737798,0.0045900314372945,0.0371779235284576,0.3339678999984511,1905.8493190756617,662.0,53.632347562500925,exoofp_P0_L3_color,8.2e-08,0.08208208208208208,0.12345788962343637,137766.8259050565,3
1970-01-01 00:00:00.000000084,0.001138255961219,0.0013238705807224,0.0033991277370878,0.007752388394437,30.921002397622253,218.0,54.69658458729676,exoofp_P0_L3_color,8.4e-08,0.08408408408408408,0.38935907209659465,191352.95966916933,4
1970-01-01 00:00:00.000000084,0.0003846360937094,0.003984882987464,0.0312320887740285,1.4440476918848175e-16,4786.755575125122,241.0,53.658639058073625,exoofp_P0_L3_color,8.4e-08,0.08408408408408408,0.1275852995614568,624941.5029642116,0
1970-01-01 00:00:00.000000084,0.001037176318734,0.0046730679685795,0.0,0.0,0.0,249.0,53.2493529091151,exoofp_P0_L3_color,8.4e-08,0.08408408408408408,4673.0679685795,239843.65228407644,2
1970-01-01 00:00:00.000000084,0.0002152026715021,0.0088320736920409,0.0,0.0,0.0,103.0,53.80449737975261,exoofp_P0_L3_color,8.4e-08,0.08408408408408408,8832.0736920409,476404.84404930007,2
1970-01-01 00:00:00.000000085,0.0025110713423314,0.0059938725689319,0.0559244105453586,0.3628887115554188,508.9808997574588,451.0,53.704009421675394,exoofp_P0_L3_color,8.5e-08,0.08508508508508507,0.10717619254793914,179533.11771051714,3
1970-01-01 00:00:00.000000085,0.0021172694141829,0.0061358790830875,0.0434111110621298,1.4788048858058133e-15,58.65179529867448,210.0,53.65851035392475,exoofp_P0_L3_color,8.5e-08,0.08508508508508507,0.14134026042424103,99137.53113458671,0
1970-01-01 00:00:00.000000086,0.0033347225886253,0.0050940024004788,0.0401065783210784,0.2706474578779069,1275.23613536543,410.0,53.26735607006781,exoofp_P0_L3_color,8.6e-08,0.08608608608608607,0.1270084760465746,122911.89962801042,3
1970-01-01 00:00:00.000000088,0.0027903000125149,0.0021933775188494,0.0100432445596837,0.0587991843899427,515.4860578745634,165.0,53.13621374465472,exoofp_P0_L3_color,8.8e-08,0.08808808808808807,0.21837157646014854,59112.24134282098,4
1970-01-01 00:00:00.000000089,0.0032470036189185,0.0032413849127978,0.0070672565444629,0.052044593368033,254.99199137743577,210.0,54.42787531693161,exoofp_P0_L3_color,8.9e-08,0.08908908908908908,0.4585833709356548,64655.10037514198,4
1970-01-01 00:00:00.000000090,0.0029054774057557,0.0017616836850491,0.0044530459719281,0.021881937284237,2106.538086581424,231.0,56.275586062104495,exoofp_P0_L3_color,9e-08,0.09009009009009009,0.3955243605818665,79477.65206863487,4
1970-01-01 00:00:00.000000091,0.0010013748317512,0.0035496634559438,0.0259366333334231,0.0952873072466023,7013.657024027152,207.0,57.91710816146176,exoofp_P0_L3_color,9.1e-08,0.09109109109109108,0.13685379118108365,206509.57450553746,0
1970-01-01 00:00:00.000000091,0.0022656942264142,0.0037040162053,0.0086300960597511,0.0741219990622457,412.8006177492505,558.0,58.86559638404509,exoofp_P0_L3_color,9.1e-08,0.09109109109109108,0.4291478370369122,246173.4774357849,0
1970-01-01 00:00:00.000000092,0.0009483679493403,0.0032102775754532,0.0147281446874297,0.0672805278105192,2202.9037723137267,81.0,60.26680113319373,exoofp_P0_L3_color,9.2e-08,0.09209209209209208,0.2179541068798753,85319.92264567762,0
1970-01-01 00:00:00.000000094,0.0003981828633538,0.000488457389742,0.0,0.0,0.0,88.0,59.87725869623756,exoofp_P0_L3_color,9.4e-08,0.09409409409409408,488.4573897420001,220450.3451392017,2
1970-01-01 00:00:00.000000096,0.0044718826832882,0.0022068168489488,0.0132817599675222,0.0945859501204815,5977.511325773678,226.0,67.18222298346794,exoofp_P0_L3_color,9.6e-08,0.09609609609609608,0.16614143855228194,50526.69967052614,3
1970-01-01 00:00:00.000000098,0.0037171085576428,0.0016670167208657,0.0078397217301846,0.0435082311876478,-29246.395445459468,499.0,67.55473396696252,exoofp_P0_L3_color,9.8e-08,0.0980980980980981,0.21261011144524478,134208.02331719844,4
1970-01-01 00:00:00.000000099,0.00097264552578,0.001772625874465,0.0089372361887785,0.0718533368804439,3149.760366464231,437.0,68.69536718044245,exoofp_P0_L3_color,9.9e-08,0.09909909909909909,0.19831942645355935,448828.64289846516,0
1970-01-01 00:00:00.000000101,0.0016236863858971,0.0015051343123569,0.0024315098506724,0.0029301022332576,874.8293554288983,237.0,69.16231375769942,exoofp_P0_L3_color,1.01e-07,0.1011011011011011,0.6187577460131755,145874.30660910977,4
1970-01-01 00:00:00.000000101,0.0006015618914068,0.0014587592252698,0.0064711680234997,4.587627998556796e-15,7040.367950685713,321.0,72.98480219692546,exoofp_P0_L3_color,1.01e-07,0.1011011011011011,0.2253895788819469,532725.3591337514,0
1970-01-01 00:00:00.000000102,0.0028376728776789,0.0061644143407172,0.0580111052504888,0.3584967081462856,1877.3624694286948,232.0,72.96302781063449,exoofp_P0_L3_color,1.02e-07,0.10210210210210209,0.10626082804787126,81728.33221617971,3
1970-01-01 00:00:00.000000102,0.0039518647731804,0.0055226594738796,0.0432887973464432,0.3489479926870426,1734.4294981304597,433.0,73.3921785007353,exoofp_P0_L3_color,1.02e-07,0.10210210210210209,0.12757415863332416,109540.80770428592,3
1970-01-01 00:00:00.000000103,0.0007021821898055,0.0103771771693632,0.0,0.0,0.0,154.0,73.40226801805403,exoofp_P0_L3_color,1.03e-07,0.10310310310310308,10377.1771693632,219004.40914551087,2
1970-01-01 00:00:00.000000103,0.0004484637860649,0.0115095732530069,0.0,0.0,0.0,200.0,73.91732822117048,exoofp_P0_L3_color,1.03e-07,0.10310310310310308,11509.573253006902,444974.6702643606,2
1970-01-01 00:00:00.000000103,0.0001605958912825,0.0145151530079088,0.0,0.0,0.0,59.0,73.52154419772589,exoofp_P0_L3_color,1.03e-07,0.10310310310310308,14515.1530079088,365108.29286406114,2
1970-01-01 00:00:00.000000103,0.0004132436168065,0.0144805953819375,0.0,0.0,0.0,155.0,73.88860955507232,exoofp_P0_L3_color,1.03e-07,0.10310310310310308,14480.5953819375,374175.9527761246,2
1970-01-01 00:00:00.000000104,0.0036186620407946,0.008332717660217,0.0715261548598476,0.4711090945838196,2638.1764387349644,171.0,73.61439427998376,exoofp_P0_L3_color,1.04e-07,0.1041041041041041,0.11649726144629087,47241.979519850844,3
1970-01-01 00:00:00.000000107,0.0167501935800911,0.0047301755654613,0.0391463846893298,0.3421373487413683,3770.8874062679433,1805.0,74.34470505399504,exoofp_P0_L3_color,1.07e-07,0.10710710710710711,0.12082992524276032,107753.51567456387,3
1970-01-01 00:00:00.000000109,0.005764495561105,0.0041981854564465,0.0336718700268853,0.2929066517063404,6369.656066543315,205.0,75.21152864049176,exoofp_P0_L3_color,1.09e-07,0.10910910910910909,0.12467560540858437,35556.353799483324,3
1970-01-01 00:00:00.000000109,0.0040494770065045,0.0050722124838938,0.047333477793592,0.4054658815429561,18169.21090331607,205.0,75.70227131941377,exoofp_P0_L3_color,1.09e-07,0.10910910910910909,0.1071568277569645,50611.322980182,3
1970-01-01 00:00:00.000000111,0.004838619303147,0.0031125555392756,0.014197004506257,0.1045967419631594,4139.004896623369,332.0,75.70029450644188,exoofp_P0_L3_color,1.11e-07,0.1111111111111111,0.21922485923313448,68600.437183998,3
1970-01-01 00:00:00.000000112,0.0035368896299901,0.0028621443454575,0.0183342897120933,0.0693565194913733,6564.5217906485095,321.0,76.82007719975533,exoofp_P0_L3_color,1.12e-07,0.1121121121121121,0.15610030658908716,90732.05599149746,3
1970-01-01 00:00:00.000000114,0.0090287138835642,0.0061924174619732,0.0599354913898209,0.5481117825147694,37339.551421232456,437.0,77.54009497947153,exoofp_P0_L3_color,1.14e-07,0.11411411411411411,0.10331631562645768,48395.77484237051,3
1970-01-01 00:00:00.000000115,0.0023216814172211,0.0029897156807205,0.0206897598655543,0.07725924244928,7517.480784838914,45.0,77.12326768148097,exoofp_P0_L3_color,1.15e-07,0.1151151151151151,0.1444952094629322,19374.159394549617,3
1970-01-01 00:00:00.000000115,0.0004125597312196,0.0054854243651851,0.0413789376865021,1.936474624146444e-15,2664.7373646768074,228.0,76.68076751484584,exoofp_P0_L3_color,1.15e-07,0.1151151151151151,0.1325624124121002,551310.9299293264,0
1970-01-01 00:00:00.000000116,8.67781139762457e-05,0.0067163716641362,0.0,0.0,0.0,244.0,76.3480799678391,exoofp_P0_L3_color,1.16e-07,0.11611611611611611,6716.3716641362,2779736.1887500873,2
1970-01-01 00:00:00.000000116,0.0010089484053169,0.0075568402103186,0.0,0.0,0.0,65.0,76.15445536218587,exoofp_P0_L3_color,1.16e-07,0.11611611611611611,7556.8402103186,64359.72338567574,2
1970-01-01 00:00:00.000000133,0.0258453066431713,0.0014509282779123,0.0049759205523929,0.0329655693083309,-10882.603022746756,3989.0,76.9020639517731,exoofp_P0_L3_color,1.33e-07,0.13313313313313313,0.29153133200301834,154335.39712545002,1
1970-01-01 00:00:00.000000134,0.0023315977020947,0.0038045912217098,0.0213462677769604,0.1333240946484195,1177.8329546427487,22.0,76.93412200474535,exoofp_P0_L3_color,1.34e-07,0.13413413413413414,0.1782238018214211,9431.544916743998,3
1970-01-01 00:00:00.000000000,0.0035113971657237,0.0047601528460014,0.0409914908659932,0.2390215914332818,1295.747802131251,516.0,80.79526602337566,cxoxe_P1_L1_no_color,0.0,0.0,0.11612255672783126,146908.21557296257,3
1970-01-01 00:00:00.000000001,0.0018222540800702,0.0082610201356495,0.0,0.0,0.0,140.0,81.04396472884267,cxoxe_P1_L1_no_color,1e-09,0.001001001001001001,8261.0201356495,76785.78730760863,2
1970-01-01 00:00:00.000000001,0.0027708511813272,0.0047816830221676,0.033565348940043,6.467704833286854e-16,1772.0481948061508,351.0,80.84691359519995,cxoxe_P1_L1_no_color,1e-09,0.001001001001001001,0.14245466585325545,126630.17494032143,0
1970-01-01 00:00:00.000000003,0.0066191334003221,0.0057804408277636,0.0311510834526487,0.0935800326085689,391.3155037491435,670.0,81.6093799380894,cxoxe_P1_L1_no_color,3e-09,0.0030030030030030025,0.18555551305420373,101206.41979320256,3
1970-01-01 00:00:00.000000005,0.0084635331405697,0.0035245978466891,0.0280389542290575,0.1914063847343048,6243.316310096607,709.0,81.42995552087017,cxoxe_P1_L1_no_color,5e-09,0.005005005005005005,0.12569912981657427,83761.26458786376,3
1970-01-01 00:00:00.000000006,0.0023145094433451,0.0012706163565451,0.0028089519790101,0.0126840837690269,652.6312017213611,1548.0,80.79100459027794,cxoxe_P1_L1_no_color,6e-09,0.006006006006006005,0.45218436686335023,668535.3862188021,1
1970-01-01 00:00:00.000000011,0.0084460450955317,0.002026657714275,0.0101027448945873,0.0317970513760716,1488.2773857904808,3412.0,81.42088177098256,cxoxe_P1_L1_no_color,1.1e-08,0.01101101101101101,0.2005848064672244,403928.2330580753,1
1970-01-01 00:00:00.000000012,0.0018673512836635,0.0032526790957139,0.0,0.0,0.0,341.0,82.86490213939695,cxoxe_P1_L1_no_color,1.2e-08,0.01201201201201201,3252.6790957139,182513.85752863376,2
1970-01-01 00:00:00.000000015,0.0054861963965904,0.0021570215503626,0.0163403073028587,0.0564148198239516,-56949.883242794174,1482.0,83.32846455658674,cxoxe_P1_L1_no_color,1.5e-08,0.015015015015015013,0.13199810213380278,270083.2798550597,1
1970-01-01 00:00:00.000000018,0.0061244161993959,0.0023656188051252,0.0109259601732597,0.0222590294850681,664.7662577539193,1751.0,83.55609631340174,cxoxe_P1_L1_no_color,1.8e-08,0.018018018018018014,0.21649377023577962,285858.12669720093,1
1970-01-01 00:00:00.000000022,0.0181223791300038,0.0056480696726181,0.0377900499314275,0.2314335202505326,1320.9746831294588,1778.0,84.14669320906967,cxoxe_P1_L1_no_color,2.2e-08,0.02202202202202202,0.14945521976411394,98105.32501946435,3
1970-01-01 00:00:00.000000023,0.0050495876946585,0.0031650014496887,0.017255042270543,0.1031005452193067,4055.714591567076,1083.0,80.3390031508378,cxoxe_P1_L1_no_color,2.3e-08,0.02302302302302302,0.18341409925099275,214430.49115756972,3
1970-01-01 00:00:00.000000026,0.0037236519412754,0.0018405790310525,0.0040517032243743,0.0163432608133057,1551.4681402117924,1591.0,79.06694722608783,cxoxe_P1_L1_no_color,2.6e-08,0.026026026026026026,0.45416082282626763,427154.0066251687,1
1970-01-01 00:00:00.000000030,0.0077110477966227,0.0020048055164114,0.0026268218610585,0.0096517008836471,1122.4777891137503,3559.0,80.11068378858432,cxoxe_P1_L1_no_color,3e-08,0.030030030030030026,0.7629153049224782,461485.7290638909,1
1970-01-01 00:00:00.000000034,0.0052727481043049,0.0019166252310287,0.0035139086751543,0.0234198009993797,1021.3456838775852,3600.0,81.18182633939476,cxoxe_P1_L1_no_color,3.4e-08,0.03403403403403403,0.5452845032864367,682626.4601188217,1
1970-01-01 00:00:00.000000034,0.0003337340947246,0.0029511268014813,0.0057233228032889,1.4301246314363757e-15,16169.1591132603,381.0,81.76176384773102,cxoxe_P1_L1_no_color,3.4e-08,0.03403403403403403,0.515541646216341,1138216.889180246,0
1970-01-01 00:00:00.000000035,0.0016669484710876,0.0034501722081762,0.0,0.0,0.0,680.0,82.11922068603519,cxoxe_P1_L1_no_color,3.5e-08,0.035035035035035036,3450.1722081762,407686.4554194532,2
1970-01-01 00:00:00.000000036,0.0010413780316672,0.0010580926278819,0.0034462665708494,0.0035830592267126,536.4328673391389,928.0,81.87145065596782,cxoxe_P1_L1_no_color,3.6e-08,0.03603603603603603,0.3069367007556911,890272.0239755423,1
1970-01-01 00:00:00.000000038,0.0048517158176215,0.0030429112835482,0.0092769129819023,0.0471149780911182,5003.437533474327,1664.0,82.98304373627346,cxoxe_P1_L1_no_color,3.8e-08,0.038038038038038034,0.32797368217224815,342900.77196722996,1
1970-01-01 00:00:00.000000039,0.0041875971585151,0.0035612839563689,0.0216904891729321,0.121569670729063,2136.2046858507288,721.0,83.37564073355806,cxoxe_P1_L1_no_color,3.9e-08,0.039039039039039033,0.16417885964292747,172134.00399087358,3
1970-01-01 00:00:00.000000044,0.0082488284748407,0.0014116736437604,0.0073872140378984,0.0111465066275227,4588.961138873363,2407.0,82.82713591691967,cxoxe_P1_L1_no_color,4.4e-08,0.04404404404404404,0.19107102697879538,291763.64179456205,1
1970-01-01 00:00:00.000000045,0.001321045659181,0.0016021958379484,0.0028772350561783,6.616769852125782e-17,1087.089612889694,600.0,81.93132245204445,cxoxe_P1_L1_no_color,4.5e-08,0.04504504504504504,0.556659135434124,453842.11644527974,1
1970-01-01 00:00:00.000000047,0.0029614102489774,0.0027640857201065,0.0108435814110996,0.0295020975774426,2203.784571122454,265.0,82.24598774783156,cxoxe_P1_L1_no_color,4.7e-08,0.04704704704704704,0.25488173451097107,89454.18687080084,0
1970-01-01 00:00:00.000000049,0.0060422300998131,0.0032112419910476,0.014894748385017,0.0563482721530027,2784.711344669755,1041.0,77.10479317706175,cxoxe_P1_L1_no_color,4.9e-08,0.04904904904904905,0.21558111133762517,172258.8719618992,3
1970-01-01 00:00:00.000000051,0.0028203519297922,0.0018558645727855,0.0055046591375031,0.0050406171076647,5417.189373451915,512.0,75.03796727850157,cxoxe_P1_L1_no_color,5.1e-08,0.051051051051051045,0.33708308604574505,181473.28399322028,0
1970-01-01 00:00:00.000000052,0.0045412497910228,0.0027789984501352,0.0192595973871191,0.0512570526733005,138.80217306371202,817.0,75.3687593105861,cxoxe_P1_L1_no_color,5.2e-08,0.05205205205205205,0.1442841254754491,179866.81437350722,0
1970-01-01 00:00:00.000000053,0.0011622854653636,0.0028724493108491,0.0,0.0,0.0,408.0,75.32105866684282,cxoxe_P1_L1_no_color,5.3e-08,0.053053053053053044,2872.4493108491,350730.76398532523,2
1970-01-01 00:00:00.000000053,0.0003835095102809,0.0016031595665041,0.0,0.0,0.0,374.0,75.01569003058236,cxoxe_P1_L1_no_color,5.3e-08,0.053053053053053044,1603.1595665041,972667.7494316789,2
1970-01-01 00:00:00.000000054,0.0018428648103842,0.0015274871686066,0.0060257016784074,0.0184940337359472,9015.471690043289,502.0,75.26788125799627,cxoxe_P1_L1_no_color,5.4e-08,0.05405405405405405,0.2534532568750357,272254.23315899173,0
1970-01-01 00:00:00.000000059,0.0045424076698367,0.0016810777211171,0.0065923766627231,0.0244204800806927,2591.1599517570853,867.0,76.61679506083354,cxoxe_P1_L1_no_color,5.9e-08,0.05905905905905905,0.2549646117779666,190825.9313281394,1
1970-01-01 00:00:00.000000061,0.0080024001320795,0.0033633479634348,0.006710648988473,0.0129312303770622,4673.448592562823,498.0,77.1853345952823,cxoxe_P1_L1_no_color,6.1e-08,0.06106106106106106,0.5011209568931899,62223.55396225906,1
1970-01-01 00:00:00.000000063,0.0021143768204804,0.0013391156277924,0.0042255956113803,0.0101879743414442,3636.0649964473614,455.0,77.08116954397005,cxoxe_P1_L1_no_color,6.3e-08,0.06306306306306306,0.31683079029059946,215091.7016745366,0
1970-01-01 00:00:00.000000068,0.0054297873704069,0.0010656510530991,0.0039962642703324,0.0151960205552305,1361.7346770659187,1116.0,79.4930215003411,cxoxe_P1_L1_no_color,6.8e-08,0.06806806806806806,0.2665950963033234,205495.0643218396,1
1970-01-01 00:00:00.000000069,0.0004956554700717,0.0005259501531172,0.0016992597068908,1.2084582429588445e-15,3930.4597252602935,43.0,81.39484861998861,cxoxe_P1_L1_no_color,6.9e-08,0.06906906906906905,0.30933518625750706,86579.13300298952,4
1970-01-01 00:00:00.000000074,0.010340906469651,0.0021747189596237,0.0102336111068302,0.0521993208655224,1693.7600166784378,2505.0,81.1241156904903,cxoxe_P1_L1_no_color,7.4e-08,0.07407407407407407,0.21248672147126074,242218.396322872,1
1970-01-01 00:00:00.000000075,0.0040411453163459,0.0060821546034131,0.0183970606822497,0.075633909693883,1107.4214036496453,762.0,79.44125239852094,cxoxe_P1_L1_no_color,7.5e-08,0.07507507507507506,0.3305867237018689,188513.7570187229,3
1970-01-01 00:00:00.000000077,0.0079875394685251,0.0049416809494925,0.0240550024652887,0.0968480019737492,-1990.1149975287767,1223.0,80.76437028327629,cxoxe_P1_L1_no_color,7.7e-08,0.07707707707707707,0.2054240290598172,153094.3177809446,3
